start_id,sigma,target_gap,success,iteration_count,evaluation_count,tangent_stationarity_residual,f0,f1,f2,f3
163,0.3333333333333333,0.0,True,16,19,8.276651545816095e-12,-0.05559819229098619,0.9284162965717939,0.16666666662212543,0.32737477531257464
164,0.3333333333333331,2.220446049250313e-16,True,14,16,7.519290160357123e-12,0.5912289249647178,-0.36152001527349104,-0.16666666668303073,0.7014084823114747
165,0.33333333333333387,-5.551115123125783e-16,True,13,24,3.57617271327384e-11,0.6934929701195754,0.3952414456181755,0.16666666689832166,-0.5788557006762468
166,0.3333333333333341,-7.771561172376096e-16,True,11,31,1.494626935602479e-09,0.6223394900205398,0.7619318259861068,-0.166666663693226,0.06614888452438754
167,0.3333333333333331,2.220446049250313e-16,True,13,16,3.313853578140512e-11,0.5912289248792346,-0.3615200153676883,-0.16666666671348224,0.701408482327743
168,0.33333333333333387,-5.551115123125783e-16,True,10,13,5.074642248792598e-11,0.6223394935756831,0.7619318229806776,-0.16666666701272403,0.06614887733116417
169,0.3333333333333329,3.885780586188048e-16,True,10,11,2.962194915477521e-10,-0.6623824013005513,0.7282103929810205,-0.16666666670570685,-0.05640390244435205
170,0.3333333333333331,2.220446049250313e-16,True,10,12,8.821157595306796e-13,0.5912289249597955,-0.36152001531846656,-0.1666666666621371,0.7014084822974073
171,0.33333333333333337,-5.551115123125783e-17,True,9,11,5.7316496982080586e-12,-0.6067842092322637,-0.20020590388164908,0.666666666653919,-0.3837786797750242
172,0.33333333333333337,-5.551115123125783e-17,True,11,13,9.875067796684748e-12,-0.07115347654032295,0.3666903773153109,0.6666666666815456,0.6450045778878607
173,0.33333333333333337,-5.551115123125783e-17,True,14,18,2.982182495018184e-10,-0.6067842105379425,-0.20020590384413078,0.666666664744256,-0.38377868104751506
174,0.3333333333333338,-4.996003610813204e-16,True,11,13,1.577108707753097e-10,0.6223394926676273,0.7619318239369463,-0.16666666608190925,0.06614887720483223
175,0.3333333333333333,0.0,True,10,11,1.152423322951044e-10,0.677937685794752,-0.16648447265831837,0.66666666680626,-0.26122589824205655
176,0.33333333333333337,-5.551115123125783e-17,True,11,20,1.564738246179922e-11,-0.07115347652395371,0.36669037734634374,0.6666666666709723,0.6450045778829527
