probe_id,f0,f1,f2,f3,sigma,target_gap,quadratic_relation_score
34,-0.6568883401863402,0.3482880827056575,-0.44438315555829866,-0.4997166507416991,0.2934258239951653,0.039907509338168,0.0
35,0.6156161267295525,-0.007195043084272347,0.3811040704277125,-0.6897279923049001,0.31815498568146344,0.015178347651869872,0.0
36,-0.3074721381347154,0.515341447521139,0.7274679604779491,0.33267768668147374,0.3134139930089655,0.019919340324367818,0.0
37,-0.38953394900860955,-0.3831639239354582,-0.8146583117296079,0.1943721818934114,0.2972075029591521,0.03612583037418121,0.0
38,0.051403592531446975,0.4077344765866967,0.517248192195009,-0.7507093811512072,0.27607243228481015,0.05726090104852316,0.0
39,-0.17473782581192493,0.73147328004315,0.6480175579548574,0.12036102938933319,0.2995057442452984,0.033827589088034904,0.0
40,0.03822011485233733,-0.2950744126365077,0.16416130064304385,-0.9404899686860452,0.27632047373312685,0.05701285960020647,0.0
41,0.4735179046903492,0.6466307905302673,0.026663903373069096,0.5974432616849693,0.2956681760511506,0.037665157282182726,0.0
42,-0.1742242051690655,-0.3663576886875759,-0.01362286688754836,-0.9139159631883387,0.28327722014285467,0.050056113190478646,0.0
43,-0.45884711153400604,-0.6942436506146413,-0.35168921826130767,-0.4287187604676354,0.30015735256833365,0.03317598076499967,0.0
44,-0.0800129437196405,-0.8453156513814755,-0.428657546481652,-0.30869416290425716,0.32462927127919056,0.008704062054142758,0.0
45,-0.3971147671236194,-0.2628121028417175,-0.22778697748739257,0.8493189937941023,0.3230623271055531,0.01027100622778021,0.0
46,-0.1782441457844141,-0.7909163909229817,0.1412965623124865,0.5680806003919016,0.2796681338866529,0.05366519944668041,0.0
47,-0.2924371959871736,-0.025146110269607596,-0.48322513460022476,0.8248282420189447,0.2874207055776572,0.045912627755676116,0.0
48,-0.042572754572906976,0.4852536210380623,0.1329355206246995,-0.8631596788507696,0.3183867362621218,0.014946597071211543,0.0
49,0.486156345245185,-0.4420915762108874,-0.7494183471003355,-0.08111218928507989,0.2810137075483208,0.052319625785012536,0.0
50,0.09399026766965812,0.6794381656601537,-0.4964375569999472,-0.5320520281210058,0.24853020050877217,0.08480313282456114,0.0
51,0.20329548250793983,0.34904248027159646,-0.1396353529518035,-0.9040698324597174,0.3302440559988026,0.003089277334530738,0.0
